District Name,School Code,School Name,State Board Region,Grade Span
Columbus County Schools,240332,Chadbourn Elementary,Sandhills,PK-05
Columbus County Schools,240334,East Columbus Junior-Senior High,Sandhills,07-12
Columbus County Schools,240354,Hallsboro-Artesia Elementary,Sandhills,PK-06
Columbus County Schools,240368,Nakina Middle,Sandhills,05-08
Columbus County Schools,240370,Old Dock Elementary,Sandhills,PK-04
Columbus County Schools,240371,South Columbus High,Sandhills,09-12
Columbus County Schools,240372,Tabor City Elementary,Sandhills,PK-05
Columbus County Schools,240373,Columbus Career and College Academy,Sandhills,09-13
Columbus County Schools,240376,Tabor City Middle,Sandhills,06-08
Columbus County Schools,240380,West Columbus High,Sandhills,09-12
Columbus County Schools,240381,West Columbus School,Sandhills,PK-08
Columbus County Schools,240388,Williams Township,Sandhills,PK-08
Whiteville City Schools,241304,Central Middle,Sandhills,06-08
Whiteville City Schools,241308,Edgewood Elementary,Sandhills,03-05
Whiteville City Schools,241312,North Whiteville Academy,Sandhills,06-12
Whiteville City Schools,241316,Whiteville High,Sandhills,09-12
Whiteville City Schools,241320,Whiteville Primary,Sandhills,PK-02
Craven County Schools,250304,Albert H Bangert Elementary,Southeast,0K-05
Craven County Schools,250306,Ben D Quinn Elementary,Southeast,0K-05
Craven County Schools,250308,Bridgeton Elementary,Southeast,PK-05
Craven County Schools,250312,Brinson Memorial Elementary,Southeast,0K-05
Craven County Schools,250314,Craven Early College High,Southeast,09-13
Craven County Schools,250316,Creekside Elementary,Southeast,0K-05
Craven County Schools,250320,Vanceboro-Farm Life Elementary,Southeast,PK-05
Craven County Schools,250321,Early College EAST High,Southeast,09-13
Craven County Schools,250324,Grover C Fields Middle,Southeast,06-08
Craven County Schools,250328,Graham A Barden Elementary,Southeast,PK-05
Craven County Schools,250332,H J MacDonald Middle,Southeast,06-08
Craven County Schools,250336,Havelock Elementary,Southeast,PK-05
Craven County Schools,250340,Havelock High,Southeast,09-12
Craven County Schools,250344,Havelock Middle,Southeast,06-08
Craven County Schools,250348,J T Barber Elementary,Southeast,PK-05
Craven County Schools,250350,James W Smith Elementary,Southeast,PK-05
Craven County Schools,250356,New Bern High,Southeast,09-12
Craven County Schools,250360,Oaks Road Academy,Southeast,PK-05
Craven County Schools,250362,Roger Bell New Tech Academy,Southeast,PK-05
Craven County Schools,250364,Trent Park Elementary,Southeast,0K-05
Craven County Schools,250368,Tucker Creek Middle,Southeast,06-08
Craven County Schools,250372,West Craven High,Southeast,09-12
Craven County Schools,250376,West Craven Middle,Southeast,06-08
Craven County Schools,250378,W Jesse Gurganus Elementary,Southeast,0K-05
Craven County Schools,250379,Craven Virtual Academy,Southeast,03-12
Craven County Schools,250380,Arthur W Edwards Elementary,Southeast,0K-05
Cumberland County Schools,260302,Alma O Easom Elementary,Sandhills,0K-01
Cumberland County Schools,260306,Armstrong Elementary,Sandhills,PK-05
Cumberland County Schools,260308,Ashley Elementary,Sandhills,03-05
Cumberland County Schools,260310,Loyd E Auman Elementary,Sandhills,PK-05
Cumberland County Schools,260312,Beaver Dam Elementary,Sandhills,0K-05
Cumberland County Schools,260318,Jack Britt High,Sandhills,09-12
Cumberland County Schools,260320,Brentwood Elementary,Sandhills,PK-05
Cumberland County Schools,260321,Douglas Byrd Middle,Sandhills,06-08
Cumberland County Schools,260322,Douglas Byrd High,Sandhills,09-12
Cumberland County Schools,260325,Cape Fear High,Sandhills,09-12
Cumberland County Schools,260326,Elizabeth M Cashwell Elementary,Sandhills,PK-05
Cumberland County Schools,260332,Eastover-Central Elementary,Sandhills,PK-05
Cumberland County Schools,260336,Anne Chesnutt Middle,Sandhills,06-08
Cumberland County Schools,260338,Cliffdale Elementary,Sandhills,PK-05
Cumberland County Schools,260340,College Lakes Elementary,Sandhills,0K-05
Cumberland County Schools,260342,C Wayne Collier Elementary,Sandhills,PK-05
Cumberland County Schools,260344,J W Coon Elementary,Sandhills,PK-05
Cumberland County Schools,260347,Cumberland International Early College,Sandhills,09-12
Cumberland County Schools,260348,Cumberland Mills Elementary,Sandhills,PK-05
Cumberland County Schools,260352,Cumberland Road Elementary,Sandhills,PK-05
Cumberland County Schools,260354,Cross Creek Early College,Sandhills,09-12
Cumberland County Schools,260356,District No 7 Elementary,Sandhills,PK-05
Cumberland County Schools,260357,Gray's Creek High,Sandhills,09-12
Cumberland County Schools,260358,Luther Nick Jeralds Middle,Sandhills,06-08
Cumberland County Schools,260359,E E Smith High,Sandhills,09-12
Cumberland County Schools,260361,Ferguson-Easley Elementary,Sandhills,0K-05
Cumberland County Schools,260362,Gray's Creek Middle,Sandhills,06-08
Cumberland County Schools,260363,Glendale Acres Elementary,Sandhills,PK-02
Cumberland County Schools,260364,Alderman Road Elementary,Sandhills,PK-05
Cumberland County Schools,260365,R Max Abbott Middle,Sandhills,06-08
Cumberland County Schools,260366,Howard L Hall Elementary,Sandhills,0K-05
Cumberland County Schools,260367,Bill Hefner Elementary,Sandhills,PK-05
Cumberland County Schools,260368,Hope Mills Middle,Sandhills,06-08
Cumberland County Schools,260369,John R Griffin Middle,Sandhills,06-08
Cumberland County Schools,260370,Ed V Baldwin Elementary,Sandhills,PK-05
Cumberland County Schools,260372,Lewis Chapel Middle,Sandhills,06-08
Cumberland County Schools,260373,Gallberry Farm Elementary,Sandhills,PK-05
Cumberland County Schools,260374,Alger B. Wilkins High School,Sandhills,09-12
Cumberland County Schools,260375,Gray's Creek Elementary,Sandhills,PK-05
Cumberland County Schools,260380,Long Hill Elementary,Sandhills,02-05
Cumberland County Schools,260382,Lucile Souders Elementary,Sandhills,PK-05
Cumberland County Schools,260383,Mac Williams Middle,Sandhills,06-08
Cumberland County Schools,260386,Margaret Willis Elementary,Sandhills,PK-05
Cumberland County Schools,260388,Massey Hill Classical High,Sandhills,09-12
Cumberland County Schools,260396,Mary McArthur Elementary,Sandhills,PK-05
Cumberland County Schools,260397,E Melvin Honeycutt Elementary,Sandhills,0K-05
Cumberland County Schools,260398,E E Miller Elementary,Sandhills,PK-05
Cumberland County Schools,260400,Montclair Elementary,Sandhills,PK-05
Cumberland County Schools,260401,Morganton Road Elementary,Sandhills,0K-05
Cumberland County Schools,260402,Manchester Elementary,Sandhills,0K-05
Cumberland County Schools,260403,New Century International Elementary,Sandhills,PK-05
Cumberland County Schools,260404,William H Owen Elementary,Sandhills,PK-05
Cumberland County Schools,260405,Walker-Spivey Elementary,Sandhills,0K-05
Cumberland County Schools,260406,Pine Forest Middle,Sandhills,06-08
Cumberland County Schools,260407,Lake Rim Elementary,Sandhills,PK-05
Cumberland County Schools,260408,Pine Forest High,Sandhills,09-12
Cumberland County Schools,260410,Ponderosa Elementary,Sandhills,PK-05
Cumberland County Schools,260411,Reid Ross Classical High,Sandhills,09-12
Cumberland County Schools,260412,Raleigh Road Elementary,Sandhills,0K-01
Cumberland County Schools,260413,Howard Learning Academy,Sandhills,05-08
Cumberland County Schools,260414,Benjamin J Martin Elementary,Sandhills,PK-05
Cumberland County Schools,260415,Rockfish Elementary,Sandhills,PK-05
Cumberland County Schools,260416,J W Seabrook Elementary,Sandhills,PK-05
Cumberland County Schools,260417,New Century International Middle,Sandhills,06-08
Cumberland County Schools,260418,Seventy-First Classical Middle,Sandhills,06-08
Cumberland County Schools,260419,Reid Ross Classical Middle,Sandhills,06-08
Cumberland County Schools,260424,Seventy-First High,Sandhills,09-12
Cumberland County Schools,260425,South View Middle,Sandhills,06-08
Cumberland County Schools,260426,Sherwood Park Elementary,Sandhills,PK-05
Cumberland County Schools,260427,South View High,Sandhills,09-12
Cumberland County Schools,260428,Spring Lake Middle,Sandhills,06-08
Cumberland County Schools,260430,Stedman Elementary,Sandhills,0K-05
Cumberland County Schools,260432,Stedman Primary,Sandhills,PK-01
Cumberland County Schools,260434,Stoney Point Elementary,Sandhills,0K-05
Cumberland County Schools,260440,Sunnyside Elementary,Sandhills,0K-05
Cumberland County Schools,260446,Terry Sanford High,Sandhills,09-12
Cumberland County Schools,260448,Vanstory Hills Elementary,Sandhills,02-05
Cumberland County Schools,260449,Ramsey Street High,Sandhills,09-12
Cumberland County Schools,260450,Warrenwood Elementary,Sandhills,PK-05
Cumberland County Schools,260452,Westarea Elementary,Sandhills,PK-05
Cumberland County Schools,260454,Westover Middle,Sandhills,06-08
Cumberland County Schools,260455,Westover High,Sandhills,09-12
Cumberland County Schools,260459,William T Brown Elementary,Sandhills,PK-05
Cumberland County Schools,260460,Cumberland Academy 6-12 Virtual School,Sandhills,06-12
Cumberland County Schools,260461,Cumberland Academy K-5 Virtual School,Sandhills,0K-05
Cumberland County Schools,260700,Cumberland Polytechnic,Sandhills,09-13
Currituck County Schools,270304,Central Elementary,Northeast,PK-06
Currituck County Schools,270306,Currituck County High,Northeast,09-12
Currituck County Schools,270308,Currituck County Middle,Northeast,06-08
Currituck County Schools,270309,Jarvisburg Elementary,Northeast,0K-05
Currituck County Schools,270310,Shawboro Elementary School,Northeast,PK-05
Currituck County Schools,270311,The JP Knapp ECH (i)School,Northeast,09-13
Currituck County Schools,270312,Knotts Island Elementary,Northeast,0K-05
Currituck County Schools,270316,Moyock Elementary,Northeast,0K-05
Currituck County Schools,270318,Moyock Middle,Northeast,06-08
Currituck County Schools,270320,W T Griggs Elementary,Northeast,PK-05
Dare County Schools,280302,Cape Hatteras Elementary School,Northeast,PK-05
Dare County Schools,280304,Cape Hatteras Secondary School,Northeast,06-12
Dare County Schools,280306,Dare Learning Academy,Northeast,09-12
Dare County Schools,280308,Kitty Hawk Elementary School,Northeast,0K-05
Dare County Schools,280310,Nags Head Elementary School,Northeast,PK-05
Dare County Schools,280312,Manteo Elementary School,Northeast,PK-05
Dare County Schools,280316,Manteo High School,Northeast,09-12
Dare County Schools,280320,Manteo Middle School,Northeast,06-08
Dare County Schools,280324,First Flight Elementary School,Northeast,PK-05
Dare County Schools,280328,First Flight Middle School,Northeast,06-08
Dare County Schools,280330,First Flight High School,Northeast,09-12
Davidson County Schools,290302,Brier Creek Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290306,Northwest Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290307,Southmont Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290308,Central Davidson High,Piedmont-Triad,09-12
Davidson County Schools,290309,Central Davidson Middle,Piedmont-Triad,06-08
Davidson County Schools,290310,Stoner-Thomas School,Piedmont-Triad,0K-12
Davidson County Schools,290312,Churchland Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290313,Davidson County Schools Virtual Academy,Piedmont-Triad,01-08
Davidson County Schools,290314,Davidson County High School,Piedmont-Triad,09-12
Davidson County Schools,290315,Davidson Early College,Piedmont-Triad,09-13
Davidson County Schools,290316,Davis-Townsend Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290320,Denton Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290322,E Lawson Brown Middle,Piedmont-Triad,06-08
Davidson County Schools,290324,East Davidson High,Piedmont-Triad,09-12
Davidson County Schools,290328,Fair Grove Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290330,Friedberg Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290332,Hasty Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290333,Friendship Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290334,Ledford Middle,Piedmont-Triad,06-08
Davidson County Schools,290336,Ledford Senior High,Piedmont-Triad,09-12
Davidson County Schools,290344,Midway Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290348,North Davidson High,Piedmont-Triad,09-12
Davidson County Schools,290349,Oak Grove High,Piedmont-Triad,09-12
Davidson County Schools,290350,North Davidson Middle,Piedmont-Triad,06-08
Davidson County Schools,290351,Oak Grove Middle,Piedmont-Triad,06-08
Davidson County Schools,290352,Pilot Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290356,Reeds Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290364,Silver Valley Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290365,South Davidson Middle and High,Piedmont-Triad,06-12
Davidson County Schools,290366,Southwood Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290375,Tyro Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290376,Tyro Middle,Piedmont-Triad,06-08
Davidson County Schools,290380,Wallburg Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290384,Welcome Elementary,Piedmont-Triad,PK-05
Davidson County Schools,290388,West Davidson High,Piedmont-Triad,09-12
Davidson County Schools,290389,Yadkin Valley Regional Career Academy,Piedmont-Triad,09-13
Lexington City Schools,291308,Charles England Elementary School,Piedmont-Triad,01-05
Lexington City Schools,291332,Lexington Middle School,Piedmont-Triad,06-08
Lexington City Schools,291336,Lexington Senior High School,Piedmont-Triad,09-12
Lexington City Schools,291340,Pickett Elementary School,Piedmont-Triad,0K-05
Lexington City Schools,291348,South Lexington School,Piedmont-Triad,PK-0K
Lexington City Schools,291350,South Lexington Developmental Center,Piedmont-Triad,0K-12
Lexington City Schools,291352,Southwest Elementary Global Academy,Piedmont-Triad,01-05
Thomasville City Schools,292316,Liberty Drive Elementary,Piedmont-Triad,04-05
Thomasville City Schools,292318,Thomasville Primary,Piedmont-Triad,PK-03
Thomasville City Schools,292320,Thomasville Middle,Piedmont-Triad,06-08
Thomasville City Schools,292324,Thomasville High,Piedmont-Triad,09-12
Deaf and Blind Schools,298202,Eastern NC School for the Deaf,North Central,0K-12
Deaf and Blind Schools,298203,Gov. Morehead School f/t Blind,North Central,0K-12
Deaf and Blind Schools,298204,NC School for the Deaf,North Central,PK-12
Davie County Schools,300306,Central Davie Academy,Piedmont-Triad,03-12
Davie County Schools,300308,Cooleemee Elementary,Piedmont-Triad,PK-05
Davie County Schools,300310,Cornatzer Elementary,Piedmont-Triad,PK-05
Davie County Schools,300312,Davie County High,Piedmont-Triad,09-12
Davie County Schools,300314,Davie County Early College High,Piedmont-Triad,09-13
Davie County Schools,300316,Davie County Virtual School,Piedmont-Triad,04-08
Davie County Schools,300320,Mocksville Elementary,Piedmont-Triad,PK-05
Davie County Schools,300325,North Davie Middle,Piedmont-Triad,06-08
Davie County Schools,300326,Pinebrook Elementary,Piedmont-Triad,PK-05
Davie County Schools,300328,Shady Grove Elementary,Piedmont-Triad,PK-05
Davie County Schools,300330,South Davie Middle,Piedmont-Triad,06-08
Davie County Schools,300336,William R Davie Elementary,Piedmont-Triad,PK-05
Davie County Schools,300337,William Ellis Middle,Piedmont-Triad,06-08
Duplin County Schools,310304,B F Grady Elementary,Southeast,PK-08
Duplin County Schools,310308,Beulaville Elementary,Southeast,PK-08
Duplin County Schools,310330,Chinquapin Elementary,Southeast,PK-08
