District Name,School Code,School Name,State Board Region,Grade Span
McDowell County Schools,590336,North Cove Elementary School,Northwest,PK-05
McDowell County Schools,590340,Old Fort Elementary School,Northwest,PK-05
McDowell County Schools,590344,Pleasant Gardens Elementary School,Northwest,PK-05
McDowell County Schools,590352,West Marion Elementary School,Northwest,PK-05
McDowell County Schools,590356,West McDowell Middle School,Northwest,06-08
McDowell County Schools,590393,Foothills Community School,Northwest,06-08
Charlotte-Mecklenburg Schools,600300,Albemarle Road Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600301,Albemarle Road Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600302,Ardrey Kell High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600303,Charlotte East Language Academy,Southwest,0K-08
Charlotte-Mecklenburg Schools,600304,Rea Farms STEAM Academy,Southwest,0K-08
Charlotte-Mecklenburg Schools,600305,J. M. Alexander Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600306,North Academy of World Languages,Southwest,0K-08
Charlotte-Mecklenburg Schools,600308,Allenbrook Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600311,Ashley Park PreK-8 School,Southwest,PK-08
Charlotte-Mecklenburg Schools,600312,William Amos Hough High,Southwest,09-12
Charlotte-Mecklenburg Schools,600313,Bailey Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600314,Bain Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600316,Charles H. Parker Academic Center,Southwest,0K-05
Charlotte-Mecklenburg Schools,600317,Whitewater Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600318,Whitewater Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600319,Berryhill School,Southwest,PK-08
Charlotte-Mecklenburg Schools,600322,Beverly Woods Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600327,Palisades High School,Southwest,09-11
Charlotte-Mecklenburg Schools,600328,Barnette Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600329,Briarwood Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600333,Carmel Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600334,Cato Middle College High School,Southwest,11-13
Charlotte-Mecklenburg Schools,600335,Billingsville Elementary,Southwest,0K-02
Charlotte-Mecklenburg Schools,600336,Chantilly Montessori,Southwest,PK-06
Charlotte-Mecklenburg Schools,600338,Clear Creek Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600341,Cochrane Collegiate Academy,Southwest,06-12
Charlotte-Mecklenburg Schools,600344,Collinswood Language Academy,Southwest,0K-08
Charlotte-Mecklenburg Schools,600345,Community House Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600346,Cornelius Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600349,Cotswold Elementary,Southwest,03-05
Charlotte-Mecklenburg Schools,600351,Coulwood STEM Academy,Southwest,06-08
Charlotte-Mecklenburg Schools,600352,Crown Point Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600353,Crestdale Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600357,Davidson K-8 School,Southwest,0K-08
Charlotte-Mecklenburg Schools,600361,Butler High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600362,David Cox Road Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600364,Military and Global Leadership,Southwest,09-12
Charlotte-Mecklenburg Schools,600365,Devonshire Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600366,Marie G Davis School,Southwest,0K-08
Charlotte-Mecklenburg Schools,600367,Dilworth Elementary School Latta Campus,Southwest,03-05
Charlotte-Mecklenburg Schools,600368,First Ward Creative Arts Academy,Southwest,0K-05
Charlotte-Mecklenburg Schools,600369,Berewick Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600374,Druid Hills Academy,Southwest,PK-08
Charlotte-Mecklenburg Schools,600377,East Mecklenburg High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600379,Eastover Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600381,Eastway Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600382,Elizabeth Lane Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600383,Elon Park Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600384,Elizabeth Traditional Elem,Southwest,0K-05
Charlotte-Mecklenburg Schools,600385,Endhaven Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600386,Hawthorne Academy of Health Sciences,Southwest,09-12
Charlotte-Mecklenburg Schools,600392,Polo Ridge Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600394,Francis Bradley Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600397,Garinger High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600398,Greenway Park Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600399,Alexander Graham Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600404,Harper Middle College High,Southwest,11-13
Charlotte-Mecklenburg Schools,600405,Harding University High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600406,Hawk Ridge Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600408,Lawrence Orr Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600409,Parkside Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600410,Hickory Grove Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600411,Highland Creek Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600412,Hidden Valley Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600413,Highland Mill Montessori,Southwest,PK-06
Charlotte-Mecklenburg Schools,600414,Highland Renaissance Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600415,Hopewell High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600416,Hornets Nest Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600418,Croft Community School,Southwest,PK-05
Charlotte-Mecklenburg Schools,600420,Huntersville Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600422,Huntingtowne Farms Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600424,Idlewild Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600426,Independence High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600428,James Martin Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600429,Gov's Village STEM (Upper),Southwest,05-08
Charlotte-Mecklenburg Schools,600431,Jay M. Robinson Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600432,Joseph W Grier Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600433,J.V. Washam Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600434,Kennedy Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600435,Trillium Springs Montessori,Southwest,PK-06
Charlotte-Mecklenburg Schools,600436,Lake Wylie Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600437,Ballantyne Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600438,Lansdowne Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600439,Turning Point Academy,Southwest,06-12
Charlotte-Mecklenburg Schools,600440,Lebanon Road Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600442,Blythe Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600443,Levine Middle College High Sch,Southwest,11-13
Charlotte-Mecklenburg Schools,600444,Long Creek Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600445,Mallard Creek High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600446,Mallard Creek Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600447,Matthews Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600448,"Martin Luther King, Jr Middle",Southwest,06-08
Charlotte-Mecklenburg Schools,600449,McAlpine Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600450,McClintock Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600451,McKee Road Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600453,Merry Oaks International Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600454,Metro School,Southwest,PK-12
Charlotte-Mecklenburg Schools,600455,Mint Hill Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600457,Rocky River High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600459,Montclaire Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600461,Charlotte-Mecklenburg Academy,Southwest,0K-12
Charlotte-Mecklenburg Schools,600462,Mountain Island Lake Academy,Southwest,PK-08
Charlotte-Mecklenburg Schools,600463,River Oaks Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600464,Myers Park Traditional Elem,Southwest,0K-05
Charlotte-Mecklenburg Schools,600466,Myers Park High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600468,Gov's Village STEM (Lower),Southwest,PK-04
Charlotte-Mecklenburg Schools,600471,Nations Ford Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600474,Newell Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600475,Vaughan Academy of Technology,Southwest,0K-05
Charlotte-Mecklenburg Schools,600478,J. H. Gunn Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600479,Northeast Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600480,North Mecklenburg High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600481,Northridge Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600482,Northwest School of the Arts,Southwest,06-12
Charlotte-Mecklenburg Schools,600483,South Pine Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600484,Oakhurst STEAM Academy,Southwest,0K-05
Charlotte-Mecklenburg Schools,600485,Oakdale Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600488,Oaklawn Language Academy,Southwest,0K-08
Charlotte-Mecklenburg Schools,600489,Bruns Avenue Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600490,Olympic High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600491,Olde Providence Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600492,Park Road Montessori,Southwest,PK-06
Charlotte-Mecklenburg Schools,600493,Palisades Park Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600494,Paw Creek Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600496,Phillip O Berry Academy of Technology,Southwest,09-12
Charlotte-Mecklenburg Schools,600497,Piedmont Middle School,Southwest,06-08
Charlotte-Mecklenburg Schools,600498,Performance Learning Center,Southwest,09-12
Charlotte-Mecklenburg Schools,600499,Charlotte-Mecklenburg Virtual School,Southwest,04-12
Charlotte-Mecklenburg Schools,600500,Pineville Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600501,Pinewood Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600503,Piney Grove Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600507,Providence Spring Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600508,Providence High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600509,Quail Hollow Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600512,Rama Road Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600513,Randolph Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600514,Ranson Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600515,Renaissance West STEAM Academy,Southwest,PK-08
Charlotte-Mecklenburg Schools,600516,Reedy Creek Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600517,Reid Park Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600518,Ridge Road Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600519,Dilworth Elem Sedgefield Campus,Southwest,PK-02
Charlotte-Mecklenburg Schools,600520,Sedgefield Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600521,Stoney Creek Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600522,Selwyn Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600527,Shamrock Gardens Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600530,Sharon Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600532,South Academy of International Languages,Southwest,0K-08
Charlotte-Mecklenburg Schools,600534,Smithfield Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600535,South Mecklenburg High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600537,South Charlotte Middle,Southwest,06-08
Charlotte-Mecklenburg Schools,600538,Southwest Middle School,Southwest,06-08
Charlotte-Mecklenburg Schools,600545,Starmount Academy of Excellence,Southwest,PK-05
Charlotte-Mecklenburg Schools,600546,Statesville Road Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600549,Steele Creek Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600550,Sterling Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600553,Thomasboro Academy,Southwest,0K-08
Charlotte-Mecklenburg Schools,600557,Torrence Creek Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600558,Grand Oak Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600562,Tuckaseegee Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600565,University Park Creative Arts,Southwest,0K-05
Charlotte-Mecklenburg Schools,600566,University Meadows Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600567,Char Eng Early College-UNCC,Southwest,09-13
Charlotte-Mecklenburg Schools,600569,Charlotte Teacher Early College,Southwest,09-13
Charlotte-Mecklenburg Schools,600571,Irwin Academic Center,Southwest,0K-05
Charlotte-Mecklenburg Schools,600574,Walter G. Byers School,Southwest,PK-08
Charlotte-Mecklenburg Schools,600576,West Charlotte High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600577,Westerly Hills Academy,Southwest,PK-05
Charlotte-Mecklenburg Schools,600579,West Mecklenburg High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600582,Williams Secondary Montessori,Southwest,07-12
Charlotte-Mecklenburg Schools,600583,Wilson STEM Academy,Southwest,06-08
Charlotte-Mecklenburg Schools,600586,Winding Springs Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600587,Windsor Park Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600588,Winget Park Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600589,Winterfield Elementary,Southwest,PK-05
Charlotte-Mecklenburg Schools,600590,River Gate Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600592,Julius L. Chambers High School,Southwest,09-12
Charlotte-Mecklenburg Schools,600593,Villa Heights Elementary,Southwest,0K-05
Charlotte-Mecklenburg Schools,600594,Merancas Middle College-CPCC,Southwest,11-13
Charlotte-Mecklenburg Schools,600595,Mint Hill Elementary School,Southwest,0K-04
Mitchell County Schools,610302,Bowman Middle,Northwest,05-08
Mitchell County Schools,610310,Deyton Elementary,Northwest,03-05
Mitchell County Schools,610320,Gouge Elementary,Northwest,0K-04
Mitchell County Schools,610322,Greenlee Primary,Northwest,0K-02
Mitchell County Schools,610326,Harris Middle,Northwest,06-08
Mitchell County Schools,610332,Mayland Early College,Northwest,09-13
Mitchell County Schools,610334,Mitchell High,Northwest,09-12
Montgomery County Schools,620310,Montgomery Learning Academy,Sandhills,06-12
Montgomery County Schools,620312,Candor Elementary,Sandhills,PK-05
Montgomery County Schools,620314,East Middle,Sandhills,06-08
Montgomery County Schools,620318,Green Ridge Elementary,Sandhills,PK-05
Montgomery County Schools,620324,Mount Gilead Elementary,Sandhills,PK-05
Montgomery County Schools,620330,Page Street Elementary,Sandhills,03-05
Montgomery County Schools,620334,Star Elementary,Sandhills,PK-05
Montgomery County Schools,620336,Troy Elementary,Sandhills,PK-02
Montgomery County Schools,620339,West Middle,Sandhills,06-08
Montgomery County Schools,620350,Montgomery County Early College,Sandhills,09-13
Montgomery County Schools,620356,Montgomery Central High,Sandhills,09-12
Moore County Schools,630308,Aberdeen Elementary,Sandhills,PK-05
Moore County Schools,630312,Cameron Elementary,Sandhills,0K-05
Moore County Schools,630316,Carthage Elementary,Sandhills,PK-05
Moore County Schools,630317,Crain's Creek Middle,Sandhills,06-08
Moore County Schools,630320,Elise Middle,Sandhills,06-08
Moore County Schools,630324,Sandhills Farm Life Elementary,Sandhills,0K-05
Moore County Schools,630328,Highfalls Elementary,Sandhills,0K-08
Moore County Schools,630329,McDeeds Creek Elementary,Sandhills,0K-05
Moore County Schools,630330,The Community Learning Center @ Pinckney,Sandhills,06-12
Moore County Schools,630331,New Century Middle,Sandhills,06-08
Moore County Schools,630332,North Moore High,Sandhills,09-12
Moore County Schools,630336,Pinecrest High,Sandhills,09-12
Moore County Schools,630342,Pinehurst Elementary,Sandhills,0K-05
Moore County Schools,630348,Robbins Elementary,Sandhills,PK-05
Moore County Schools,630350,Southern Middle,Sandhills,06-08
Moore County Schools,630356,Southern Pines Elementary,Sandhills,PK-05
Moore County Schools,630360,Union Pines High,Sandhills,09-12
Moore County Schools,630364,Vass-Lakeview Elementary,Sandhills,PK-05
Moore County Schools,630368,West End Elementary,Sandhills,PK-05
Moore County Schools,630373,West Pine Elementary,Sandhills,0K-05
Moore County Schools,630374,West Pine Middle,Sandhills,06-08
Moore County Schools,630376,Westmoore Elementary,Sandhills,0K-08
Moore County Schools,630399,Connect Academy,Sandhills,0K-12
Nash County Public Schools,640302,Fairview Elementary,North Central,0K-02
Nash County Public Schools,640304,Bailey Elementary,North Central,PK-05
Nash County Public Schools,640306,Baskerville Elementary,North Central,0K-05
Nash County Public Schools,640308,Benvenue Elementary,North Central,0K-05
Nash County Public Schools,640316,Cedar Grove Elementary,North Central,PK-05
Nash County Public Schools,640320,Nash Central Middle,North Central,06-08
Nash County Public Schools,640324,Coopers Elementary,North Central,PK-05
Nash County Public Schools,640326,D S Johnson Elementary,North Central,03-05
Nash County Public Schools,640328,Englewood Elementary,North Central,03-05
Nash County Public Schools,640329,G R Edwards Middle,North Central,06-08
Nash County Public Schools,640332,M B Hubbard Elementary,North Central,0K-05
Nash County Public Schools,640334,J W Parker Middle,North Central,06-08
Nash County Public Schools,640335,Rocky Mount Middle,North Central,06-08
Nash County Public Schools,640336,Middlesex Elementary,North Central,PK-05
Nash County Public Schools,640340,Tar River Academy,North Central,09-12
Nash County Public Schools,640341,Nash Everywhere Digital Academy (NEDA),North Central,01-12
Nash County Public Schools,640342,CITI High School,North Central,09-13
Nash County Public Schools,640346,Nash Central High,North Central,PK-12
Nash County Public Schools,640347,NRM Early College High School,North Central,09-13
Nash County Public Schools,640348,Nashville Elementary,North Central,PK-05
Nash County Public Schools,640350,Northern Nash High,North Central,PK-12
Nash County Public Schools,640358,Red Oak Middle,North Central,06-08
Nash County Public Schools,640360,Red Oak Elementary,North Central,0K-02
Nash County Public Schools,640361,Rocky Mount High,North Central,09-12
Nash County Public Schools,640362,Southern Nash Middle,North Central,06-08
Nash County Public Schools,640364,Southern Nash High,North Central,09-12
Nash County Public Schools,640376,Spring Hope Elementary,North Central,PK-05
Nash County Public Schools,640384,Swift Creek Elementary,North Central,03-05
Nash County Public Schools,640396,Williford Elementary,North Central,PK-02
Nash County Public Schools,640400,Winstead Avenue Elementary,North Central,0K-02
New Hanover County Schools,650304,Bradley Creek Elementary,Southeast,PK-05
New Hanover County Schools,650308,Carolina Beach Elementary,Southeast,0K-05
New Hanover County Schools,650309,Castle Hayne Elementary,Southeast,PK-05
New Hanover County Schools,650310,Charles P Murray Middle,Southeast,06-08
New Hanover County Schools,650312,R Freeman Sch of Engineering,Southeast,PK-05
New Hanover County Schools,650316,College Park Elementary,Southeast,0K-05
New Hanover County Schools,650323,Edwin A Anderson Elementary,Southeast,0K-05
New Hanover County Schools,650324,Edwin A Alderman Elementary,Southeast,0K-05
New Hanover County Schools,650325,Emma B Trask Middle,Southeast,06-08
New Hanover County Schools,650326,Emsley A Laney High,Southeast,09-12
New Hanover County Schools,650327,Eugene Ashley High,Southeast,09-12
New Hanover County Schools,650328,Forest Hills Global Elementary,Southeast,0K-05
New Hanover County Schools,650330,Porters Neck Elementary,Southeast,0K-05
New Hanover County Schools,650332,The International School at Gregory,Southeast,0K-08
New Hanover County Schools,650338,Heyward C Bellamy Elem,Southeast,0K-05
New Hanover County Schools,650339,Holly Tree Elementary,Southeast,0K-05
New Hanover County Schools,650340,Isaac M Bear Early College High School,Southeast,09-12
New Hanover County Schools,650341,John J Blair Elementary,Southeast,PK-05
New Hanover County Schools,650342,John T Hoggard High,Southeast,09-12
New Hanover County Schools,650343,Holly Shelter Middle,Southeast,06-08
New Hanover County Schools,650345,Lake Forest Academy,Southeast,0K-08
New Hanover County Schools,650346,Mary C Williams Elementary,Southeast,0K-05
New Hanover County Schools,650348,Murrayville Elementary,Southeast,PK-05
New Hanover County Schools,650350,M C S Noble Middle,Southeast,06-08
New Hanover County Schools,650351,Myrtle Grove Middle,Southeast,06-08
New Hanover County Schools,650352,New Hanover High,Southeast,09-12
New Hanover County Schools,650353,Dr Hubert Eaton Sr Elem,Southeast,0K-05
New Hanover County Schools,650354,J. C. Roe Center,Southeast,06-12
New Hanover County Schools,650355,Career Readiness Academy at Mosley PLC,Southeast,PK-12
New Hanover County Schools,650356,Ogden Elementary,Southeast,0K-05
New Hanover County Schools,650362,Pine Valley Elementary,Southeast,0K-05
New Hanover County Schools,650364,Roland-Grise Middle,Southeast,06-08
New Hanover County Schools,650366,Dr John Codington Elem,Southeast,0K-05
New Hanover County Schools,650368,Sunset Park Elementary,Southeast,0K-05
New Hanover County Schools,650380,Masonboro Elementary,Southeast,0K-05
New Hanover County Schools,650384,A H Snipes Academy of Arts/Des,Southeast,0K-05
New Hanover County Schools,650392,Williston Middle,Southeast,06-08
New Hanover County Schools,650394,Wilmington Early College High,Southeast,09-13
New Hanover County Schools,650395,SEA-Tech,Southeast,09-13
New Hanover County Schools,650400,Winter Park Model Elementary,Southeast,0K-05
New Hanover County Schools,650404,Wrightsboro Elementary,Southeast,PK-05
New Hanover County Schools,650408,Wrightsville Beach Elem,Southeast,0K-05
Northampton County Schools,660306,Central Elementary,Northeast,PK-03
Northampton County Schools,660308,Conway Middle,Northeast,04-08
Northampton County Schools,660320,Gaston STEM Leadership Academy,Northeast,PK-08
Northampton County Schools,660336,Northampton County High School,Northeast,09-12
Northampton County Schools,660400,Northampton Early College,Northeast,09-13
Northampton County Schools,660450,Northampton Virtual Academy,Northeast,0K-12
Onslow County Schools,670300,Onslow Early College,Southeast,09-13
Onslow County Schools,670304,Bell Fork Elementary,Southeast,0K-05
Onslow County Schools,670308,Blue Creek Elementary,Southeast,0K-05
Onslow County Schools,670310,Carolina Forest Elementary,Southeast,0K-05
Onslow County Schools,670311,Clear View Elementary,Southeast,PK-05
Onslow County Schools,670312,Clyde Erwin Elementary,Southeast,0K-05
Onslow County Schools,670313,Coastal Elementary,Southeast,0K-05
Onslow County Schools,670314,Dixon Elementary,Southeast,PK-05
Onslow County Schools,670318,Dixon Middle,Southeast,06-08
Onslow County Schools,670320,Dixon High,Southeast,09-12
Onslow County Schools,670321,Hunters Creek Elementary,Southeast,PK-05
Onslow County Schools,670322,Hunters Creek Middle,Southeast,06-08
Onslow County Schools,670323,Jacksonville Commons Elem,Southeast,0K-05
Onslow County Schools,670324,Jacksonville High,Southeast,09-12
Onslow County Schools,670325,Jacksonville Commons Middle,Southeast,06-08
Onslow County Schools,670329,Meadow View Elementary,Southeast,0K-05
Onslow County Schools,670330,Morton Elementary,Southeast,PK-05
Onslow County Schools,670331,New Bridge Middle,Southeast,06-08
Onslow County Schools,670332,Northwoods Elementary,Southeast,0K-05
Onslow County Schools,670333,Northside High,Southeast,09-12
Onslow County Schools,670335,Queens Creek Elementary,Southeast,PK-05
Onslow County Schools,670336,Northwoods Park Middle,Southeast,06-08
Onslow County Schools,670337,Heritage Elementary School,Southeast,0K-05
Onslow County Schools,670338,Parkwood Elementary,Southeast,0K-05
Onslow County Schools,670339,Richlands Elementary,Southeast,0K-05
Onslow County Schools,670340,Richlands High,Southeast,09-12
Onslow County Schools,670341,Sand Ridge Elementary,Southeast,0K-05
Onslow County Schools,670342,Silverdale Elementary,Southeast,0K-05
Onslow County Schools,670343,Southwest Elementary,Southeast,PK-05
Onslow County Schools,670344,Southwest High,Southeast,09-12
Onslow County Schools,670345,Southwest Middle,Southeast,06-08
Onslow County Schools,670346,Summersill Elementary,Southeast,PK-05
Onslow County Schools,670347,Stateside Elementary,Southeast,0K-05
Onslow County Schools,670350,Swansboro Elementary,Southeast,0K-05
Onslow County Schools,670351,Swansboro Middle,Southeast,06-08
Onslow County Schools,670352,Swansboro High,Southeast,09-12
Onslow County Schools,670356,Trexler Middle,Southeast,06-08
Onslow County Schools,670364,White Oak High,Southeast,09-12
Onslow County Schools,670378,Onslow Virtual Elementary,Southeast,0K-05
Onslow County Schools,670379,Onslow Virtual School,Southeast,PK-12
Orange County Schools,680304,A L Stanback Middle,North Central,06-08
Orange County Schools,680308,River Park Elementary,North Central,PK-05
Orange County Schools,680310,Cedar Ridge High,North Central,09-12
Orange County Schools,680312,Central Elementary,North Central,PK-05
Orange County Schools,680316,Orange Middle,North Central,06-08
Orange County Schools,680324,Efland Cheeks Elementary,North Central,PK-05
Orange County Schools,680327,Gravelly Hill Middle,North Central,06-08
Orange County Schools,680328,Grady Brown Elementary,North Central,PK-05
Orange County Schools,680329,Hillsborough Elementary,North Central,PK-05
Orange County Schools,680330,New Hope Elementary,North Central,PK-05
Orange County Schools,680332,Orange High,North Central,09-12
Orange County Schools,680335,Partnership Academy,North Central,09-12
Orange County Schools,680336,Pathways Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681300,Northside Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681304,Carrboro Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681305,Carrboro High,North Central,09-12
Chapel Hill-Carrboro Schools,681308,Chapel Hill High,North Central,09-12
Chapel Hill-Carrboro Schools,681309,McDougle Middle,North Central,06-08
Chapel Hill-Carrboro Schools,681310,Seawell Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681311,Ephesus Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681312,Estes Hills Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681314,East Chapel Hill High,North Central,09-12
Chapel Hill-Carrboro Schools,681316,FPG Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681320,Glenwood Elementary,North Central,0K-05
Chapel Hill-Carrboro Schools,681322,Culbreth Middle,North Central,06-08
Chapel Hill-Carrboro Schools,681324,Phillips Middle,North Central,06-08
Chapel Hill-Carrboro Schools,681326,McDougle Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681328,UNC Hospital School,North Central,PK-12
Chapel Hill-Carrboro Schools,681330,Scroggs Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681332,Morris Grove Elementary,North Central,0K-05
Chapel Hill-Carrboro Schools,681334,Rashkis Elementary,North Central,PK-05
Chapel Hill-Carrboro Schools,681336,Smith Middle,North Central,06-08
Chapel Hill-Carrboro Schools,681338,Phoenix Academy High,North Central,08-12
Chapel Hill-Carrboro Schools,681400,Virtual Academy School,North Central,09-12
Pamlico County Schools,690312,Fred A Anderson Elementary,Southeast,04-05
Pamlico County Schools,690316,Pamlico County Middle,Southeast,06-08
Pamlico County Schools,690320,Pamlico County High,Southeast,09-12
Pamlico County Schools,690324,Pamlico County Primary,Southeast,PK-03
Pasquotank County Schools,700306,Central Elementary,Northeast,0K-05
Pasquotank County Schools,700308,Elizabeth City Middle,Northeast,06-08
Pasquotank County Schools,700310,H L Trigg Community,Northeast,06-12
Pasquotank County Schools,700314,Northside Elementary,Northeast,0K-05
